0,341
1,327
2,329
3,335
4,337
5,334
6,333
7,333
8,341
9,350
10,341
11,330
12,334
13,335
14,334
15,333
16,327
17,329
18,613
19,672
20,482
21,294
22,343
23,336
24,333
25,341
26,341
27,351
28,355
29,359
30,369
31,378
32,387
33,402
34,394
35,395
36,385
37,377
38,366
39,347
40,333
41,331
42,321
43,323
44,319
45,323
46,324
47,327
48,331
49,331
50,334
51,337
52,335
53,338
54,338
55,340
56,336
57,342
58,347
59,349
60,339
61,333
62,335
63,338
64,336
65,326
66,309
67,472
68,676
69,656
70,314
71,328
72,334
73,328
74,328
75,333
76,337
77,340
78,347
79,348
80,360
81,368
82,374
83,385
84,390
85,391
86,384
87,376
88,371
89,351
90,340
91,326
92,319
93,316
94,317
95,321
96,321
97,323
98,321
99,324
100,325
101,326
102,327
103,328
104,328
105,329
106,328
107,326
108,322
109,327
110,339
111,340
112,326
113,322
114,323
115,324
116,332
117,320
118,286
119,427
120,676
121,669
122,326
123,303
124,325
125,315
126,320
127,326
128,322
129,327
130,336
131,341
132,345
133,357
134,365
135,372
136,380
137,377
138,378
139,367
140,356
141,347
142,332
143,321
144,311
145,313
146,309
147,312
148,307
149,312
150,313
151,309
152,319
153,322
154,321
155,324
156,324
157,328
158,325
159,327
160,323
161,325
162,339
163,341
164,324
165,324
166,328
167,334
168,332
169,327
170,299
171,451
172,675
173,572
174,309
175,327
176,338
177,339
178,338
179,345
180,350
181,350
182,356
183,364
184,369
185,379
186,388
187,394
188,402
189,402
190,394
191,384
192,373
193,358
194,347
195,333
196,328
197,327
198,323
199,328
200,328
201,329
202,330
203,331
204,333
205,336
206,338
207,341
208,344
209,342
210,340
211,343
212,337
213,338
214,332
215,341
216,353
217,356
218,336
219,339
220,338
221,337
222,340
223,336
224,319
225,392
226,673
227,628
228,383
229,322
230,345
231,337
232,338
233,341
234,342
235,349
236,352
237,357
238,363
239,371
240,383
241,392
242,396
243,404
244,399
245,389
246,382
247,368
248,348
249,336
250,329
251,325
252,321
253,319
254,321
255,324
256,326
257,325
258,325
259,331
260,330
261,331
262,333
263,330
264,334
265,333
266,335
267,333
268,328
269,337
270,347
271,347
272,333
273,330
274,329
275,336
276,336
277,330
278,302
279,415
280,675
281,650
282,347
283,317
284,339
285,329
286,334
287,333
288,338
289,342
290,346
291,354
292,357
293,365
294,377
295,386
296,395
297,391
298,390
299,380
300,372
301,360
302,338
303,331
304,324
305,318
306,320
307,320
308,323
309,321
310,322
311,323
312,325
313,329
314,327
315,330
316,333
317,335
318,333
319,333
320,329
321,329
322,332
323,342
324,347
325,333
326,331
327,328
328,336
329,334
330,332
331,300
332,357
333,675
334,675
335,438
336,293
337,332
338,317
339,321
340,321
341,329
342,329
343,330
344,342
345,342
346,350
347,362
348,369
349,378
350,374
351,377
352,362
353,355
354,348
355,333
356,320
357,312
358,310
359,310
360,304
361,306
362,312
363,313
364,311
365,317
366,321
367,318
368,319
369,319
370,325
371,321
372,323
373,318
374,316
375,323
376,333
377,331
378,315
379,322
380,317
381,321
382,322
383,320
384,283
385,445
386,675
387,582
388,293
389,310
390,328
391,320
392,324
393,329
394,334
395,335
396,345
397,349
398,353
399,362
400,375
401,383
402,390
403,389
404,383
405,374
406,366
407,349
408,337
409,332
410,323
411,320
412,323
413,322
414,324
415,324
416,327
417,328
418,330
419,333
420,340
421,341
422,340
423,343
424,338
425,337
426,336
427,340
428,352
429,350
430,335
431,336
432,333
433,336
434,336
435,335
436,305
437,432
438,675
439,622
440,325
441,323
442,339
443,328
444,336
445,336
446,338
447,342
448,349
449,354
450,358
451,366
452,378
453,380
454,393
455,392
456,383
457,379
458,366
459,355
460,341
461,326
462,319
463,319
464,316
465,314
466,322
